master_list_code	master_list_celltype	master_list_code_combined	Cell type/tissue	source	experiment	URL	comments
DS18739	NPC	NPC-DS18739	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K9ac.AK263_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig	
DS17474	fThymus	fThymus-DS17474	Fetal_Thymus	ROADMAP	ChromatinAccessibility		
DS20153	NPC	NPC-DS20153	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK220_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK319_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK408_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.SK451_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.SK459.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.SK504_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.SK459.fc.signal.bigwig	
DS20153	NPC	NPC-DS20153	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me1.AK198_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me1.AK242_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me1.CY25_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig	
DS20153	NPC	NPC-DS20153	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me3.AK199_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me3.AK243_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me3.CY26_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me3.LH12_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig	
DS20153	NPC	NPC-DS20153	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K9ac.AK263_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig	
DS17875	fThymus	fThymus-DS17875	Fetal_Thymus	ROADMAP	ChromatinAccessibility		
DS18517	H9_P42	H9_P42-DS18517	H9	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K27ac.SK265_VS_UCSD.H9.Input.SK338.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K27ac.YL237_VS_UCSD.H9.Input.SKH9-4.fc.signal.bigwig	
DS18517	H9_P42	H9_P42-DS18517	H9	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K4me1.AK141_VS_UCSD.H9.Input.AK144.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K4me1.YL123_VS_UCSD.H9.Input.SKH9-4.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.H9_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me1.113_VS_BI.H9_Derived_Neuronal_Progenitor_Cultured_Cells.Input.113.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.H9_Derived_Neuron_Cultured_Cells.H3K4me1.113_VS_BI.H9_Derived_Neuron_Cultured_Cells.Input.113.fc.signal.bigwig	
DS18517	H9_P42	H9_P42-DS18517	H9	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K4me3.AK39_VS_UCSD.H9.Input.AK144.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K4me3.SK101_VS_UCSD.H9.Input.SK338.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.H9_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me3.113_VS_BI.H9_Derived_Neuronal_Progenitor_Cultured_Cells.Input.113.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.H9_Derived_Neuron_Cultured_Cells.H3K4me3.113_VS_BI.H9_Derived_Neuron_Cultured_Cells.Input.113.fc.signal.bigwig	
DS18517	H9_P42	H9_P42-DS18517	H9	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K9ac.AK35_VS_UCSD.H9.Input.AK144.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K9ac.SK199_VS_UCSD.H9.Input.SK338.fc.signal.bigwig	
DS17876	fThymus	fThymus-DS17876	Fetal_Thymus	ROADMAP	ChromatinAccessibility		
DS18522	H9_P42	H9_P42-DS18522	H9	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K27ac.SK265_VS_UCSD.H9.Input.SK338.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K27ac.YL237_VS_UCSD.H9.Input.SKH9-4.fc.signal.bigwig	
DS18522	H9_P42	H9_P42-DS18522	H9	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K4me1.AK141_VS_UCSD.H9.Input.AK144.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K4me1.YL123_VS_UCSD.H9.Input.SKH9-4.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.H9_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me1.113_VS_BI.H9_Derived_Neuronal_Progenitor_Cultured_Cells.Input.113.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.H9_Derived_Neuron_Cultured_Cells.H3K4me1.113_VS_BI.H9_Derived_Neuron_Cultured_Cells.Input.113.fc.signal.bigwig	
DS18522	H9_P42	H9_P42-DS18522	H9	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K4me3.AK39_VS_UCSD.H9.Input.AK144.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K4me3.SK101_VS_UCSD.H9.Input.SK338.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.H9_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me3.113_VS_BI.H9_Derived_Neuronal_Progenitor_Cultured_Cells.Input.113.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.H9_Derived_Neuron_Cultured_Cells.H3K4me3.113_VS_BI.H9_Derived_Neuron_Cultured_Cells.Input.113.fc.signal.bigwig	
DS18522	H9_P42	H9_P42-DS18522	H9	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K9ac.AK35_VS_UCSD.H9.Input.AK144.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H9.H3K9ac.SK199_VS_UCSD.H9.Input.SK338.fc.signal.bigwig	
DS18382	fThymus	fThymus-DS18382	Fetal_Thymus	ROADMAP	ChromatinAccessibility		
DS20383	Heart	Heart-DS20383	Heart	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS20383	Heart	Heart-DS20383	Heart	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me3.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS20383	Heart	Heart-DS20383	Heart	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K9ac.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig	
DS19287	fThymus	fThymus-DS19287	Fetal_Thymus	ROADMAP	ChromatinAccessibility		
DS11759	IMR90	IMR90-DS11759	IMR90	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K27ac.LL231_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K27ac.LL235_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K27ac.YL58_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS11759	IMR90	IMR90-DS11759	IMR90	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me1.LL222_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me1.SK04_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me1.SYL133_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS11759	IMR90	IMR90-DS11759	IMR90	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me3.LL221_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me3.SK03_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS11759	IMR90	IMR90-DS11759	IMR90	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K9ac.LL233_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K9ac.SK46_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS19675	fThymus	fThymus-DS19675	Fetal_Thymus	ROADMAP	ChromatinAccessibility		
DS11764	IMR90	IMR90-DS11764	IMR90	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K27ac.LL231_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K27ac.LL235_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K27ac.YL58_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS11764	IMR90	IMR90-DS11764	IMR90	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me1.LL222_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me1.SK04_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me1.SYL133_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS11764	IMR90	IMR90-DS11764	IMR90	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me3.LL221_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me3.SK03_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS11764	IMR90	IMR90-DS11764	IMR90	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K9ac.LL233_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K9ac.SK46_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS20335	fThymus	fThymus-DS20335	Fetal_Thymus	ROADMAP	ChromatinAccessibility		
DS13219	IMR90	IMR90-DS13219	IMR90	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K27ac.LL231_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K27ac.LL235_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K27ac.YL58_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS13219	IMR90	IMR90-DS13219	IMR90	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me1.LL222_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me1.SK04_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me1.SYL133_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS13219	IMR90	IMR90-DS13219	IMR90	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me3.LL221_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me3.SK03_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS13219	IMR90	IMR90-DS13219	IMR90	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K9ac.LL233_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K9ac.SK46_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS20341	fThymus	fThymus-DS20341	Fetal_Thymus	ROADMAP	ChromatinAccessibility		
DS13229	IMR90	IMR90-DS13229	IMR90	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K27ac.LL231_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K27ac.LL235_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K27ac.YL58_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS13229	IMR90	IMR90-DS13229	IMR90	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me1.LL222_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me1.SK04_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me1.SYL133_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS13229	IMR90	IMR90-DS13229	IMR90	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me3.LL221_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K4me3.SK03_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS13229	IMR90	IMR90-DS13229	IMR90	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K9ac.LL233_VS_UCSD.IMR90.Input.IMR90-05-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.IMR90.H3K9ac.SK46_VS_UCSD.IMR90.Input.SK-I1.fc.signal.bigwig	
DS20260	Gastric_Mucosa	Gastric_Mucosa-DS20260	Gastric	ROADMAP	ChromatinAccessibility		
DS15153	iPS_19_11	iPS_19_11-DS15153	iPS_DF_19_11	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.iPS_DF_19_11.H3K27ac.SK395_VS_UCSD.iPS_DF_19_11.Input.SK446.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.iPS_DF_19_11.H3K27ac.SK402_VS_UCSD.iPS_DF_19_11.Input.SK446.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.iPS_DF_19_11.H3K27ac.SK434_VS_UCSD.iPS_DF_19_11.Input.SK446.fc.signal.bigwig	
DS15153	iPS_19_11	iPS_19_11-DS15153	iPS_DF_19_11	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.iPS_DF_19_11.H3K4me1.SK401_VS_UCSD.iPS_DF_19_11.Input.SK446.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.iPS_DF_19_11.H3K4me1.SK473_VS_UCSD.iPS_DF_19_11.Input.SK446.fc.signal.bigwig	
DS15153	iPS_19_11	iPS_19_11-DS15153	iPS_DF_19_11	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.iPS_DF_19_11.H3K4me3.SK227_VS_UCSD.iPS_DF_19_11.Input.SK446.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.iPS_DF_19_11.H3K4me3.SK475_VS_UCSD.iPS_DF_19_11.Input.SK446.fc.signal.bigwig	
DS20748	Gastric_Mucosa	Gastric_Mucosa-DS20748	Gastric	ROADMAP	ChromatinAccessibility		
DS18873	H1_P18	H1_P18-DS18873	H1	ROADMAP	ChromatinAccessibility		
DS19100	H1_P18	H1_P18-DS19100	H1	ROADMAP	ChromatinAccessibility		
DS15164	iPS_6_9	iPS_6_9-DS15164	iPS_DF_6_9	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.iPS_DF_6_9.H3K27ac.SK432_VS_UCSD.iPS_DF_6_9.Input.SK445.fc.signal.bigwig	
DS15164	iPS_6_9	iPS_6_9-DS15164	iPS_DF_6_9	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.iPS_DF_6_9.H3K4me1.SK397_VS_UCSD.iPS_DF_6_9.Input.SK445.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.iPS_DF_6_9.H3K4me1.SK469_VS_UCSD.iPS_DF_6_9.Input.SK445.fc.signal.bigwig	
DS15164	iPS_6_9	iPS_6_9-DS15164	iPS_DF_6_9	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.iPS_DF_6_9.H3K4me3.SK398_VS_UCSD.iPS_DF_6_9.Input.SK445.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.iPS_DF_6_9.H3K4me3.SK471_VS_UCSD.iPS_DF_6_9.Input.SK445.fc.signal.bigwig	
DS18517	H9_P42	H9_P42-DS18517	H9	ROADMAP	ChromatinAccessibility		
DS11202	CD34	CD34-DS11202	Mobilized_CD34_Primary_Cells	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01549.fc.signal.bigwig	
DS11202	CD34	CD34-DS11202	Mobilized_CD34_Primary_Cells	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.Mobilized_CD34_5_28_09_VS_BI.Mobilized_CD34_Primary_Cells.Input.Mobilized_CD34_5_28_09.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01480_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01480.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01536_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01536.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.RO_01562_VS_BI.Mobilized_CD34_Primary_Cells.Input.RO_01562.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Mobilized_CD34_Primary_Cells.H3K4me1.UW_RO_01549_VS_BI.Mobilized_CD34_Primary_Cells.Input.UW_RO_01549.fc.signal.bigwig	
